2127 東証1部 (株)日本Ｍ＆Ａセンター（サービス業）,,,,,
"2015-06-15","4750","4815","4730","4805","61500","1201.3"
"2015-06-16","4785","4850","4770","4820","71500","1205"
"2015-06-17","4860","4900","4805","4815","105600","1203.8"
"2015-06-18","4800","4805","4750","4775","107300","1193.8"
"2015-06-19","4845","4845","4765","4815","84900","1203.8"
"2015-06-22","4830","4885","4810","4885","65000","1221.3"
"2015-06-23","4885","4990","4885","4975","151900","1243.8"
"2015-06-24","5000","5020","4955","4980","131400","1245"
"2015-06-25","4945","4965","4905","4930","70200","1232.5"
"2015-06-26","4915","4960","4880","4940","85700","1235"
"2015-06-29","4800","4980","4795","4915","161400","1228.8"
"2015-06-30","4845","5060","4845","5050","175000","1262.5"
"2015-07-01","5090","5270","5050","5240","246300","1310"
"2015-07-02","5320","5390","5150","5190","227800","1297.5"
"2015-07-03","5170","5180","4990","5040","236900","1260"
"2015-07-06","5020","5220","5000","5160","188100","1290"
"2015-07-07","5270","5480","5190","5370","411000","1342.5"
"2015-07-08","5300","5430","5260","5300","289900","1325"
"2015-07-09","5150","5290","4935","5220","513200","1305"
"2015-07-10","5260","5400","5100","5130","318400","1282.5"
"2015-07-13","5170","5280","5150","5270","132800","1317.5"
"2015-07-14","5350","5350","5250","5270","154200","1317.5"
"2015-07-15","5260","5330","5200","5310","172400","1327.5"
"2015-07-16","5370","5370","5270","5300","192100","1325"
"2015-07-17","5350","5480","5300","5470","204500","1367.5"
"2015-07-21","5490","5580","5440","5570","224000","1392.5"
"2015-07-22","5520","5580","5490","5540","115100","1385"
"2015-07-23","5550","5690","5550","5660","159400","1415"
"2015-07-24","5680","5720","5590","5640","175600","1410"
"2015-07-27","5600","5660","5470","5510","187300","1377.5"
"2015-07-28","5430","5650","5410","5610","210700","1402.5"
"2015-07-29","5680","5680","5530","5590","134000","1397.5"
"2015-07-30","5610","5620","5290","5360","354500","1340"
"2015-07-31","5280","5360","4980","5110","679900","1277.5"
"2015-08-03","5200","5380","5190","5360","423200","1340"
"2015-08-04","5400","5520","5310","5470","387700","1367.5"
"2015-08-05","5450","5460","5330","5370","288300","1342.5"
"2015-08-06","5360","5380","5260","5260","262500","1315"
"2015-08-07","5280","5280","5180","5260","183800","1315"
"2015-08-10","5300","5430","5270","5370","294900","1342.5"
"2015-08-11","5440","5450","5290","5320","183400","1330"
"2015-08-12","5280","5360","5250","5260","168400","1315"
"2015-08-13","5210","5370","5200","5370","181300","1342.5"
"2015-08-14","5330","5430","5320","5420","208500","1355"
"2015-08-17","5490","5580","5460","5580","271500","1395"
"2015-08-18","5600","5650","5470","5500","207900","1375"
"2015-08-19","5530","5630","5520","5600","321400","1400"
"2015-08-20","5550","5600","5490","5520","304300","1380"
"2015-08-21","5240","5380","5220","5240","368400","1310"
"2015-08-24","5010","5140","4700","4720","492800","1180"
"2015-08-25","4485","4835","4350","4580","596100","1145"
"2015-08-26","4610","4710","4560","4685","364500","1171.3"
"2015-08-27","4770","4950","4660","4755","580800","1188.8"
"2015-08-28","4905","4970","4815","4875","621700","1218.8"
"2015-08-31","4875","4970","4775","4950","362700","1237.5"
"2015-09-01","4970","5040","4755","4765","394200","1191.3"
"2015-09-02","4665","4875","4615","4740","302900","1185"
"2015-09-03","4795","4850","4750","4780","215400","1195"
"2015-09-04","4780","4785","4540","4580","272000","1145"
"2015-09-07","4525","4865","4525","4785","435200","1196.3"
"2015-09-08","4715","4780","4500","4535","308300","1133.8"
"2015-09-09","4700","4800","4585","4800","337400","1200"
"2015-09-10","4680","4925","4660","4915","291700","1228.8"
"2015-09-11","4840","5020","4835","4980","346000","1245"
"2015-09-14","5010","5180","4990","5030","249900","1257.5"
"2015-09-15","5030","5170","4995","5140","351900","1285"
"2015-09-16","5190","5230","5090","5170","251600","1292.5"
"2015-09-17","5190","5190","5030","5180","224800","1295"
"2015-09-18","5200","5340","5180","5260","341800","1315"
"2015-09-24","5160","5300","5130","5150","237400","1287.5"
"2015-09-25","5170","5240","5080","5240","160100","1310"
"2015-09-28","5300","5390","5240","5350","233000","1337.5"
"2015-09-29","5270","5270","5030","5040","228400","1260"
"2015-09-30","5200","5240","5140","5200","252300","1300"
"2015-10-01","5280","5290","5180","5240","240600","1310"
"2015-10-02","5170","5330","5110","5300","167600","1325"
"2015-10-05","5300","5430","5250","5420","148100","1355"
"2015-10-06","5420","5420","5290","5350","279000","1337.5"
"2015-10-07","5320","5320","5130","5190","285900","1297.5"
"2015-10-08","5150","5150","4990","5070","343200","1267.5"
"2015-10-09","5100","5120","4940","5030","260600","1257.5"
"2015-10-13","4960","5150","4955","5060","184700","1265"
"2015-10-14","5000","5110","4995","5080","175200","1270"
"2015-10-15","5080","5220","5070","5210","169500","1302.5"
"2015-10-16","5230","5230","5060","5080","335300","1270"
"2015-10-19","5080","5160","5060","5120","194100","1280"
"2015-10-20","5110","5140","4960","4995","301600","1248.8"
"2015-10-21","5000","5020","4895","4910","381400","1227.5"
"2015-10-22","4850","4955","4760","4935","396600","1233.8"
"2015-10-23","5010","5020","4875","4905","273100","1226.3"
"2015-10-26","4970","5040","4945","5020","197500","1255"
"2015-10-27","4990","4995","4890","4925","225900","1231.3"
"2015-10-28","4975","5010","4940","4990","157200","1247.5"
"2015-10-29","5000","5020","4930","4990","242800","1247.5"
"2015-10-30","4945","5020","4910","5010","165500","1252.5"
"2015-11-02","5020","5040","4915","4915","285900","1228.8"
"2015-11-04","4985","5010","4760","4860","411100","1215"
"2015-11-05","4935","4935","4815","4865","324200","1216.3"
"2015-11-06","4910","4945","4845","4850","229000","1212.5"
"2015-11-09","4860","4920","4855","4890","201700","1222.5"
"2015-11-10","4825","4850","4770","4780","236300","1195"
"2015-11-11","4785","4940","4760","4920","326500","1230"
"2015-11-12","4990","5120","4980","5100","436500","1275"
"2015-11-13","5080","5240","5050","5230","292800","1307.5"
"2015-11-16","5100","5240","5100","5160","168400","1290"
"2015-11-17","5280","5300","5240","5270","207500","1317.5"
"2015-11-18","5300","5340","5240","5250","126100","1312.5"
"2015-11-19","5290","5320","5260","5270","164800","1317.5"
"2015-11-20","5280","5390","5280","5330","236600","1332.5"
"2015-11-24","5350","5400","5350","5370","320600","1342.5"
"2015-11-25","5340","5350","5200","5220","256500","1305"
"2015-11-26","5220","5310","5220","5280","114100","1320"
"2015-11-27","5340","5380","5240","5370","202500","1342.5"
"2015-11-30","5320","5510","5320","5500","410800","1375"
"2015-12-01","5540","5700","5530","5660","433900","1415"
"2015-12-02","5600","5720","5560","5700","254300","1425"
"2015-12-03","5650","5690","5620","5660","190700","1415"
"2015-12-04","5500","5590","5470","5530","212000","1382.5"
"2015-12-07","5580","5620","5520","5560","156300","1390"
"2015-12-08","5580","5630","5530","5560","200500","1390"
"2015-12-09","5610","5620","5390","5410","161200","1352.5"
"2015-12-10","5310","5370","5250","5290","201900","1322.5"
"2015-12-11","5210","5340","5210","5290","184200","1322.5"
"2015-12-14","5200","5320","5190","5300","167100","1325"
"2015-12-15","5300","5430","5250","5390","290300","1347.5"
"2015-12-16","5490","5550","5410","5460","207500","1365"
"2015-12-17","5530","5580","5490","5570","168500","1392.5"
"2015-12-18","5590","5710","5580","5600","303400","1400"
"2015-12-21","5600","5730","5580","5720","318600","1430"
"2015-12-22","5720","5780","5660","5760","183500","1440"
"2015-12-24","5820","5830","5540","5560","224300","1390"
"2015-12-25","5550","5700","5530","5620","121600","1405"
"2015-12-28","5570","5590","5450","5540","181700","1385"
"2015-12-29","5540","5790","5530","5750","258700","1437.5"
"2015-12-30","5800","5860","5760","5860","173600","1465"
