2127 東証1部 (株)日本Ｍ＆Ａセンター（サービス業）,,,,,
"2013-03-04","3470","3515","3435","3470","59800","289.2"
"2013-03-05","3480","3490","3315","3465","57600","288.8"
"2013-03-06","3485","3555","3485","3535","51100","294.6"
"2013-03-07","3550","3610","3535","3590","53900","299.2"
"2013-03-08","3560","3610","3550","3590","75900","299.2"
"2013-03-11","3700","3730","3650","3725","58500","310.4"
"2013-03-12","3700","3830","3670","3800","113500","316.7"
"2013-03-13","3840","4375","3840","4255","220600","354.6"
"2013-03-14","4175","4175","3980","4040","178100","336.7"
"2013-03-15","4100","4195","4080","4150","136200","345.8"
"2013-03-18","4070","4145","4030","4060","66800","338.3"
"2013-03-19","4055","4125","4040","4070","57400","339.2"
"2013-03-21","4060","4160","4030","4100","78000","341.7"
"2013-03-22","4160","4170","4050","4050","58800","337.5"
"2013-03-25","4045","4100","4010","4080","45300","340"
"2013-03-26","4080","4130","4050","4095","54300","341.3"
"2013-03-27","4050","4180","4050","4160","51900","346.7"
"2013-03-28","4140","4160","4090","4145","38100","345.4"
"2013-03-29","4105","4180","4095","4145","62400","345.4"
"2013-04-01","4070","4100","3815","3815","87800","317.9"
"2013-04-02","3800","3930","3700","3810","79900","317.5"
"2013-04-03","3860","3910","3810","3855","60700","321.3"
"2013-04-04","3870","4170","3860","4160","131700","346.7"
"2013-04-05","4265","4315","4035","4110","145500","342.5"
"2013-04-08","4530","4810","4500","4810","315200","400.8"
"2013-04-09","4820","4870","4580","4675","172300","389.6"
"2013-04-10","4395","4565","4395","4430","118300","369.2"
"2013-04-11","4500","4595","4485","4575","86500","381.3"
"2013-04-12","4600","4660","4530","4580","48300","381.7"
"2013-04-15","4440","4570","4440","4545","40000","378.8"
"2013-04-16","4475","4520","4400","4470","63700","372.5"
"2013-04-17","4510","4670","4510","4630","59100","385.8"
"2013-04-18","5100","5100","4695","4715","147800","392.9"
"2013-04-19","4700","4700","4565","4630","65300","385.8"
"2013-04-22","4700","4890","4700","4875","116900","406.3"
"2013-04-23","4940","5050","4880","4940","102300","411.7"
"2013-04-24","5000","5050","4890","4955","72500","412.9"
"2013-04-25","4990","5060","4910","5020","63000","418.3"
"2013-04-26","4990","5020","4830","4855","73000","404.6"
"2013-04-30","4925","5170","4910","5140","116400","428.3"
"2013-05-01","5000","5100","4910","4955","129400","412.9"
"2013-05-02","5030","5220","4930","5210","178900","434.2"
"2013-05-07","5790","6050","5450","5950","427800","495.8"
"2013-05-08","5850","5940","5710","5790","352200","482.5"
"2013-05-09","5890","6030","5740","5800","182000","483.3"
"2013-05-10","5810","6000","5700","5930","156100","494.2"
"2013-05-13","6000","6300","5960","6200","179100","516.7"
"2013-05-14","6250","6720","6200","6540","237700","545"
"2013-05-15","6700","6700","6220","6490","197900","540.8"
"2013-05-16","6410","6420","5800","6120","131000","510"
"2013-05-17","6020","6390","6010","6380","121000","531.7"
"2013-05-20","6580","6600","6360","6440","124900","536.7"
"2013-05-21","6460","6540","6300","6380","82700","531.7"
"2013-05-22","6340","6370","6230","6280","101700","523.3"
"2013-05-23","6060","6160","5650","5700","188400","475"
"2013-05-24","5600","5920","5560","5840","213500","486.7"
"2013-05-27","5560","5670","5330","5520","112300","460"
"2013-05-28","5320","5510","5240","5350","105400","445.8"
"2013-05-29","5550","5760","5410","5570","149900","464.2"
"2013-05-30","5460","5500","5240","5280","86800","440"
"2013-05-31","5360","5480","5300","5440","60100","453.3"
"2013-06-03","5300","5660","5300","5450","92900","454.2"
"2013-06-04","5330","5370","4785","5210","128300","434.2"
"2013-06-05","5330","5620","5230","5230","70800","435.8"
"2013-06-06","5030","5130","4795","4895","99200","407.9"
"2013-06-07","4545","4760","4415","4640","130200","386.7"
"2013-06-10","4600","5130","4600","5080","79000","423.3"
"2013-06-11","5180","5180","4950","5010","63000","417.5"
"2013-06-12","4940","5240","4800","5190","55800","432.5"
"2013-06-13","5050","5170","4860","4885","80100","407.1"
"2013-06-14","5010","5100","4840","4870","71900","405.8"
"2013-06-17","4850","5300","4825","5250","62700","437.5"
"2013-06-18","5240","5350","5090","5290","45600","440.8"
"2013-06-19","5430","5430","5190","5290","80000","440.8"
"2013-06-20","5290","5290","5150","5170","65600","430.8"
"2013-06-21","4970","5400","4920","5290","83400","440.8"
"2013-06-24","5390","5490","5310","5400","66000","450"
"2013-06-25","5330","5450","5260","5360","51000","446.7"
"2013-06-26","5400","5400","5110","5120","35900","426.7"
"2013-06-27","5250","5360","5080","5360","71600","446.7"
"2013-06-28","5390","5560","5390","5530","82600","460.8"
"2013-07-01","5700","5700","5530","5560","98600","463.3"
"2013-07-02","5610","5930","5580","5690","109600","474.2"
"2013-07-03","5620","5840","5610","5780","50500","481.7"
"2013-07-04","5630","5940","5630","5780","69600","481.7"
"2013-07-05","5890","6000","5780","6000","73200","500"
"2013-07-08","6000","6010","5830","5830","57500","485.8"
"2013-07-09","5830","5900","5730","5790","54000","482.5"
"2013-07-10","5730","5840","5660","5770","39400","480.8"
"2013-07-11","5640","5860","5640","5770","25400","480.8"
"2013-07-12","5760","5880","5760","5800","44300","483.3"
"2013-07-16","5800","5970","5800","5900","54000","491.7"
"2013-07-17","5900","5930","5830","5840","36800","486.7"
"2013-07-18","5850","5960","5790","5920","61500","493.3"
"2013-07-19","5920","6180","5890","6160","123900","513.3"
"2013-07-22","6170","6350","6010","6330","103000","527.5"
"2013-07-23","6320","6420","6280","6380","96700","531.7"
"2013-07-24","6380","6500","6350","6490","62200","540.8"
"2013-07-25","6450","6460","6210","6240","65700","520"
"2013-07-26","6140","6180","5900","6070","134000","505.8"
"2013-07-29","6070","6080","5760","5800","85600","483.3"
"2013-07-30","5800","6040","5800","6010","39700","500.8"
"2013-07-31","6020","6880","6020","6550","329000","545.8"
"2013-08-01","6480","6800","6360","6690","225600","557.5"
"2013-08-02","6750","6750","6300","6540","241400","545"
"2013-08-05","6510","6780","6430","6570","87300","547.5"
"2013-08-06","6670","6670","6440","6600","41300","550"
"2013-08-07","6600","6630","6440","6480","55700","540"
"2013-08-08","6450","6590","6230","6280","48800","523.3"
"2013-08-09","6380","6480","6240","6300","42400","525"
"2013-08-12","6450","6540","6240","6310","64100","525.8"
"2013-08-13","6310","6530","6300","6510","93200","542.5"
"2013-08-14","6510","6570","6320","6500","36300","541.7"
"2013-08-15","6460","6500","6390","6410","32800","534.2"
"2013-08-16","6390","6390","6270","6320","46400","526.7"
"2013-08-19","6310","6470","6280","6470","25000","539.2"
"2013-08-20","6450","6650","6370","6580","80500","548.3"
"2013-08-21","6550","6550","6000","6120","110200","510"
"2013-08-22","6150","6190","6040","6150","27800","512.5"
"2013-08-23","6200","6240","6110","6220","35700","518.3"
"2013-08-26","6310","6310","6170","6290","41100","524.2"
"2013-08-27","6280","6340","6200","6290","43900","524.2"
"2013-08-28","6060","6120","5970","6050","59700","504.2"
"2013-08-29","6050","6150","6020","6100","69200","508.3"
"2013-08-30","6080","6180","6050","6150","33900","512.5"
"2013-09-02","6200","6200","6120","6130","11200","510.8"
"2013-09-03","6140","6330","6140","6330","54600","527.5"
"2013-09-04","6380","6380","6140","6170","64100","514.2"
"2013-09-05","6270","6460","6200","6430","60000","535.8"
"2013-09-06","6430","6430","6290","6380","42000","531.7"
"2013-09-09","6480","6530","6420","6530","37100","544.2"
"2013-09-10","6570","6630","6530","6610","55100","550.8"
"2013-09-11","6610","6650","6560","6590","38100","549.2"
"2013-09-12","6570","6570","6330","6390","40100","532.5"
"2013-09-13","6290","6530","6290","6530","50600","544.2"
"2013-09-17","6590","6820","6560","6780","99700","565"
"2013-09-18","6820","6870","6770","6800","36600","566.7"
"2013-09-19","6800","6930","6760","6910","38300","575.8"
"2013-09-20","6920","7000","6850","7000","38300","583.3"
"2013-09-24","6870","7000","6870","6980","27300","581.7"
"2013-09-25","6990","6990","6820","6870","27200","572.5"
"2013-09-26","6820","6940","6750","6940","40600","578.3"
"2013-09-27","6970","7280","6950","7230","73000","602.5"
"2013-09-30","7230","7600","7210","7520","90500","626.7"
"2013-10-01","7450","7460","7160","7180","63800","598.3"
"2013-10-02","7260","7670","7230","7360","164100","613.3"
"2013-10-03","7330","7440","7180","7320","64600","610"
"2013-10-04","7320","7320","7100","7160","37800","596.7"
"2013-10-07","7150","7250","7020","7020","38100","585"
"2013-10-08","6920","7140","6780","7080","39900","590"
"2013-10-09","7090","7200","6950","7170","24200","597.5"
"2013-10-10","7170","7180","7090","7130","20300","594.2"
"2013-10-11","7300","7400","7260","7330","38200","610.8"
"2013-10-15","7380","7400","7140","7150","45800","595.8"
"2013-10-16","7160","7380","7120","7130","96100","594.2"
"2013-10-17","7130","7280","7060","7100","84300","591.7"
"2013-10-18","7260","7450","7240","7370","124100","614.2"
"2013-10-21","7510","7980","7500","7940","121600","661.7"
"2013-10-22","7940","7950","7730","7740","52200","645"
"2013-10-23","7790","7830","7500","7560","75300","630"
"2013-10-24","7500","7710","7450","7650","52500","637.5"
"2013-10-25","7750","7790","7520","7560","65000","630"
"2013-10-28","7620","7940","7600","7930","58800","660.8"
"2013-10-29","7930","7930","7620","7720","87900","643.3"
"2013-10-30","7820","7880","7670","7790","82300","649.2"
"2013-10-31","7640","7840","7570","7590","51700","632.5"
"2013-11-01","7590","7680","7400","7460","75600","621.7"
"2013-11-05","7580","7920","7520","7750","166000","645.8"
"2013-11-06","7830","7830","7680","7700","74000","641.7"
"2013-11-07","7710","7760","7610","7610","38200","634.2"
"2013-11-08","7500","7700","7450","7500","47900","625"
"2013-11-11","7690","7690","7370","7410","38600","617.5"
"2013-11-12","7320","7460","7280","7440","65100","620"
"2013-11-13","7440","7560","7410","7460","33800","621.7"
"2013-11-14","7490","7650","7440","7510","69400","625.8"
"2013-11-15","7560","7620","7490","7540","37400","628.3"
"2013-11-18","7560","7630","7500","7580","47000","631.7"
"2013-11-19","7600","7650","7520","7580","62400","631.7"
"2013-11-20","7610","7710","7530","7550","62800","629.2"
"2013-11-21","7550","7670","7530","7590","68500","632.5"
"2013-11-22","7590","7600","7430","7490","60500","624.2"
"2013-11-25","7480","7600","7410","7540","51500","628.3"
"2013-11-26","7410","7510","7380","7460","66800","621.7"
"2013-11-27","7310","7370","6960","7000","129700","583.3"
"2013-11-28","6960","7040","6790","6910","99800","575.8"
"2013-11-29","6860","6980","6740","6820","61100","568.3"
"2013-12-02","6770","6980","6770","6930","47800","577.5"
"2013-12-03","7010","7140","6960","7070","75400","589.2"
"2013-12-04","7070","7070","6900","6930","47300","577.5"
"2013-12-05","6910","6990","6800","6840","47200","570"
"2013-12-06","6780","6780","6330","6480","122300","540"
"2013-12-09","6590","6770","6550","6720","77400","560"
"2013-12-10","6750","6770","6610","6700","88700","558.3"
"2013-12-11","6730","6760","6640","6740","44100","561.7"
"2013-12-12","6740","6810","6700","6770","42500","564.2"
"2013-12-13","6850","6850","6610","6690","96800","557.5"
"2013-12-16","6680","6720","6210","6250","125600","520.8"
"2013-12-17","6340","6490","6270","6310","88500","525.8"
"2013-12-18","6310","6480","6310","6450","46300","537.5"
"2013-12-19","6500","6550","6350","6390","65300","532.5"
"2013-12-20","6360","6400","6230","6270","48300","522.5"
"2013-12-24","6300","6570","6280","6470","126100","539.2"
"2013-12-25","6510","6830","6510","6720","82400","560"
"2013-12-26","6820","6980","6740","6840","68600","570"
"2013-12-27","6890","6990","6810","6990","56800","582.5"
"2013-12-30","7000","7120","6990","7090","56000","590.8"
