2127 東証1部 (株)日本Ｍ＆Ａセンター（サービス業）,,,,,
"2011-03-04","498996","498996","480996","483000","607","201.3"
"2011-03-07","486000","486000","465000","469500","532","195.6"
"2011-03-08","473004","479496","463500","467004","537","194.6"
"2011-03-09","474000","476004","462000","465504","297","194"
"2011-03-10","468000","471504","452004","456996","525","190.4"
"2011-03-11","450996","465996","450504","459504","341","191.5"
"2011-03-14","389496","398004","389496","389496","837","162.3"
"2011-03-15","340500","342504","319500","321996","1272","134.2"
"2011-03-16","378000","392004","354000","392004","863","163.3"
"2011-03-17","363996","444000","363504","402504","911","167.7"
"2011-03-18","423504","435000","413004","420000","373","175"
"2011-03-22","449004","449004","432000","438000","403","182.5"
"2011-03-23","444504","444504","420000","433500","343","180.6"
"2011-03-24","429504","436500","420000","425004","219","177.1"
"2011-03-25","422004","426996","405504","408504","399","170.2"
"2011-03-28","402996","411000","401004","404496","198","168.5"
"2011-03-29","395004","426996","393996","423996","361","176.7"
"2011-03-30","429000","435996","424500","434004","218","180.8"
"2011-03-31","440496","447504","435996","446496","319","186"
"2011-04-01","445500","445500","435000","435000","202","181.3"
"2011-04-04","428004","429504","417996","420996","332","175.4"
"2011-04-05","416496","423000","387996","392496","734","163.5"
"2011-04-06","392004","404004","388500","399000","435","166.3"
"2011-04-07","395004","402000","384000","385500","274","160.6"
"2011-04-08","385500","410004","385500","408000","573","170"
"2011-04-11","408000","415500","403500","403500","286","168.1"
"2011-04-12","402996","402996","395004","396996","183","165.4"
"2011-04-13","399996","408000","398004","400500","190","166.9"
"2011-04-14","405504","405504","394500","398496","245","166"
"2011-04-15","398496","399000","389496","392004","233","163.3"
"2011-04-18","389004","396000","387000","393000","209","163.8"
"2011-04-19","387996","394500","387996","393504","86","164"
"2011-04-20","398004","401004","393996","395004","145","164.6"
"2011-04-21","402000","413496","393996","397500","401","165.6"
"2011-04-22","397500","408996","397500","405996","189","169.2"
"2011-04-25","410496","411504","405996","408504","83","170.2"
"2011-04-26","401496","404004","398004","399000","197","166.3"
"2011-04-27","405000","408504","399000","408504","230","170.2"
"2011-04-28","415500","432000","413004","423000","927","176.3"
"2011-05-02","421500","421500","407004","413496","525","172.3"
"2011-05-06","408000","408000","391500","398004","710","165.8"
"2011-05-09","398496","399504","391500","393000","160","163.8"
"2011-05-10","399000","399996","392004","393996","162","164.2"
"2011-05-11","393996","396000","391500","392004","234","163.3"
"2011-05-12","390996","390996","384996","385500","248","160.6"
"2011-05-13","387996","389004","376500","378996","327","157.9"
"2011-05-16","380004","389004","378504","383004","204","159.6"
"2011-05-17","377004","377004","360996","368496","344","153.5"
"2011-05-18","369000","396000","369000","389004","309","162.1"
"2011-05-19","389496","393000","384996","391500","316","163.1"
"2011-05-20","387000","404004","387000","396000","436","165"
"2011-05-23","395004","395004","374004","377004","366","157.1"
"2011-05-24","372000","380496","372000","378000","207","157.5"
"2011-05-25","380004","381996","369000","371004","234","154.6"
"2011-05-26","371496","375504","366996","371496","172","154.8"
"2011-05-27","378504","378504","373500","375504","144","156.5"
"2011-05-30","375000","386004","372000","384996","158","160.4"
"2011-05-31","384996","396996","381000","395496","437","164.8"
"2011-06-01","395496","395496","391500","393504","144","164"
"2011-06-02","384996","387504","383004","385500","92","160.6"
"2011-06-03","392496","392496","378000","378000","94","157.5"
"2011-06-06","378000","385500","377496","380004","146","158.3"
"2011-06-07","384504","387000","381504","387000","79","161.3"
"2011-06-08","387000","387000","381996","383496","60","159.8"
"2011-06-09","384996","384996","378000","381504","111","159"
"2011-06-10","381504","388500","380496","381000","180","158.8"
"2011-06-13","383496","386004","381996","383004","99","159.6"
"2011-06-14","384996","386004","383004","384996","49","160.4"
"2011-06-15","384996","386004","381504","381504","27","159"
"2011-06-16","381000","381000","372996","372996","114","155.4"
"2011-06-17","380004","380004","372996","375996","56","156.7"
"2011-06-20","381996","382500","373500","374004","75","155.8"
"2011-06-21","379500","379500","372504","374496","93","156"
"2011-06-22","374496","375504","369996","371496","143","154.8"
"2011-06-23","375000","377496","371004","375504","87","156.5"
"2011-06-24","380004","389496","377004","389496","226","162.3"
"2011-06-27","395004","404496","393996","404004","283","168.3"
"2011-06-28","408996","414504","407004","414000","338","172.5"
"2011-06-29","419496","426000","418500","423504","347","176.5"
"2011-06-30","425496","426000","416004","425496","194","177.3"
"2011-07-01","420000","423000","416004","416004","242","173.3"
"2011-07-04","422004","422004","414996","415500","79","173.1"
"2011-07-05","415500","415500","406500","407004","156","169.6"
"2011-07-06","413004","413004","405000","407004","327","169.6"
"2011-07-07","407004","407004","404496","405504","188","169"
"2011-07-08","402996","412500","402996","411000","252","171.3"
"2011-07-11","411000","434004","411000","431004","307","179.6"
"2011-07-12","420000","423000","417000","419004","182","174.6"
"2011-07-13","418500","424500","413496","422496","104","176"
"2011-07-14","431496","431496","423996","428004","169","178.3"
"2011-07-15","428004","429000","419004","423504","182","176.5"
"2011-07-19","420000","429996","416496","428004","140","178.3"
"2011-07-20","429996","438000","423504","435504","286","181.5"
"2011-07-21","429996","435996","422004","426000","167","177.5"
"2011-07-22","429000","429000","417996","418500","170","174.4"
"2011-07-25","418500","420996","411504","412500","237","171.9"
"2011-07-26","413004","413496","404004","405504","235","169"
"2011-07-27","402996","403500","400500","402504","149","167.7"
"2011-07-28","399996","401004","396504","397500","266","165.6"
"2011-07-29","399996","399996","386004","388500","245","161.9"
"2011-08-01","399996","430500","399996","408000","1046","170"
"2011-08-02","399996","401004","377004","384996","796","160.4"
"2011-08-03","380004","402996","378504","399996","736","166.7"
"2011-08-04","405504","407004","390000","398496","362","166"
"2011-08-05","383004","414504","383004","405996","436","169.2"
"2011-08-08","405996","405996","390504","393000","345","163.8"
"2011-08-09","384996","399996","377004","399996","292","166.7"
"2011-08-10","407004","407004","390000","392496","317","163.5"
"2011-08-11","387996","395004","385500","393996","208","164.2"
"2011-08-12","396504","401496","395004","395004","94","164.6"
"2011-08-15","401004","407004","394500","405000","196","168.8"
"2011-08-16","416496","416496","408000","414504","223","172.7"
"2011-08-17","417000","425004","416004","424500","270","176.9"
"2011-08-18","425004","425004","415500","416496","157","173.5"
"2011-08-19","410004","411504","401004","406500","113","169.4"
"2011-08-22","409500","409500","390996","392004","110","163.3"
"2011-08-23","395496","396504","388500","394500","108","164.4"
"2011-08-24","398004","404496","393504","395004","128","164.6"
"2011-08-25","402000","402000","393000","393996","44","164.2"
"2011-08-26","400500","400500","396000","399000","59","166.3"
"2011-08-29","399000","408000","396996","402996","173","167.9"
"2011-08-30","408000","408996","403500","408000","110","170"
"2011-08-31","408000","408000","399996","405000","115","168.8"
"2011-09-01","402504","408000","402504","407496","104","169.8"
"2011-09-02","402000","410004","398496","410004","128","170.8"
"2011-09-05","403500","410496","403500","410004","71","170.8"
"2011-09-06","410496","410496","399000","401496","130","167.3"
"2011-09-07","402504","411996","399504","411000","120","171.3"
"2011-09-08","411996","418500","407004","414996","311","172.9"
"2011-09-09","411996","416496","399504","401496","290","167.3"
"2011-09-12","392496","398004","387000","389496","207","162.3"
"2011-09-13","389496","402000","389496","402000","102","167.5"
"2011-09-14","405996","405996","392004","392496","161","163.5"
"2011-09-15","396504","401496","393000","395496","45","164.8"
"2011-09-16","401496","405996","396996","405504","107","169"
"2011-09-20","404496","410004","402000","405000","92","168.8"
"2011-09-21","401004","403500","399504","399996","39","166.7"
"2011-09-22","395004","398496","389004","393996","116","164.2"
"2011-09-26","389496","389496","375504","375996","93","156.7"
"2011-09-27","378000","390000","378000","386496","116","161"
"2011-09-28","380496","423996","380496","420504","358","175.2"
"2011-09-29","410004","440004","408000","440004","592","183.3"
"2011-09-30","432996","450000","426996","447000","559","186.3"
"2011-10-03","440004","441996","429996","434004","125","180.8"
"2011-10-04","432000","438504","428496","438504","99","182.7"
"2011-10-05","438996","439500","413496","419496","218","174.8"
"2011-10-06","422496","426000","405996","411504","188","171.5"
"2011-10-07","413004","417996","411996","415500","155","173.1"
"2011-10-11","420504","431496","419496","428004","165","178.3"
"2011-10-12","455004","468000","446004","446496","706","186"
"2011-10-13","466500","471996","446004","447996","764","186.7"
"2011-10-14","447996","474504","447504","465996","472","194.2"
"2011-10-17","465504","470004","458496","459504","224","191.5"
"2011-10-18","453996","468504","449496","450996","207","187.9"
"2011-10-19","451500","481500","451500","474996","469","197.9"
"2011-10-20","468000","470004","460500","464496","231","193.5"
"2011-10-21","464496","474996","455004","456996","153","190.4"
"2011-10-24","461496","465000","454500","458004","103","190.8"
"2011-10-25","458004","465996","443004","447000","297","186.3"
"2011-10-26","441000","444996","435000","438996","259","182.9"
"2011-10-27","434004","445500","434004","445500","263","185.6"
"2011-10-28","444996","444996","434004","434004","359","180.8"
"2011-10-31","439500","452004","435000","446004","228","185.8"
"2011-11-01","441000","453996","441000","452004","303","188.3"
"2011-11-02","444996","447000","437496","443496","193","184.8"
"2011-11-04","447000","450000","443496","445500","170","185.6"
"2011-11-07","444996","444996","440496","443004","64","184.6"
"2011-11-08","443004","444504","420996","424500","231","176.9"
"2011-11-09","431496","444996","428004","444000","378","185"
"2011-11-10","434004","439500","431496","433500","133","180.6"
"2011-11-11","433500","435996","423000","426504","228","177.7"
"2011-11-14","429000","429000","423504","426996","148","177.9"
"2011-11-15","420000","424500","420000","422496","125","176"
"2011-11-16","434496","444000","433500","437496","232","182.3"
"2011-11-17","431496","432996","421500","429996","307","179.2"
"2011-11-18","423000","434004","423000","428004","159","178.3"
"2011-11-21","425004","425004","418500","421500","157","175.6"
"2011-11-22","420504","427500","417504","423000","262","176.3"
"2011-11-24","416004","416004","387996","392004","561","163.3"
"2011-11-25","389496","398004","389496","395004","155","164.6"
"2011-11-28","395004","415500","393504","414000","223","172.5"
"2011-11-29","420996","423996","413004","423996","192","176.7"
"2011-11-30","419496","422496","410496","422496","248","176"
"2011-12-01","424500","426996","414996","417996","122","174.2"
"2011-12-02","417996","427500","417996","426504","195","177.7"
"2011-12-05","429996","435504","429000","434496","143","181"
"2011-12-06","437496","437496","424500","425496","200","177.3"
"2011-12-07","426996","426996","416004","419004","124","174.6"
"2011-12-08","416496","417000","411504","413004","163","172.1"
"2011-12-09","404004","408504","399996","402996","376","167.9"
"2011-12-12","408996","408996","405996","407004","231","169.6"
"2011-12-13","407004","407004","396000","401004","194","167.1"
"2011-12-14","405000","420000","402504","419004","291","174.6"
"2011-12-15","420000","429000","420000","428496","440","178.5"
"2011-12-16","422496","423504","419004","420000","143","175"
"2011-12-19","420000","425004","414996","421500","164","175.6"
"2011-12-20","416004","422004","411504","412500","85","171.9"
"2011-12-21","412500","416496","411996","413496","59","172.3"
"2011-12-22","411504","416004","409500","411996","69","171.7"
"2011-12-26","416004","417504","405504","408504","94","170.2"
"2011-12-27","408504","408504","403500","404004","93","168.3"
"2011-12-28","405504","414996","405000","405996","84","169.2"
"2011-12-29","403500","408000","402000","402996","106","167.9"
"2011-12-30","403500","404496","400500","401496","93","167.3"
